hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,country,market_segment,customer_type,adr,required_car_parking_spaces,total_of_special_requests,previous_cancellations,deposit_type,agent,company,total_nights,total_guests
City Hotel,1,10,2023,June,16,1,3,1,1.0,ESP,Online TA,Group,124.74,0,0,0,Non Refund,0.0,112.0,4,2.0
City Hotel,0,47,2024,October,20,0,2,1,0.0,GBR,Online TA,Transient,83.22,0,1,1,No Deposit,20.0,113.0,2,1.0
City Hotel,0,64,2023,October,27,1,1,2,0.0,USA,Corporate,Transient-Party,67.68,0,1,0,No Deposit,3.0,101.0,2,2.0
Resort Hotel,1,196,2023,December,8,0,2,3,0.0,GBR,Offline TA/TO,Contract,168.34,0,1,0,No Deposit,1.0,0.0,2,3.0
Resort Hotel,1,32,2023,September,7,0,1,1,0.0,GBR,Online TA,Group,105.66,0,1,0,No Deposit,4.0,0.0,1,1.0
City Hotel,0,86,2023,March,11,1,3,1,0.0,USA,Online TA,Transient,106.96,1,0,0,No Deposit,23.0,0.0,4,1.0
City Hotel,0,7,2024,October,21,5,2,1,0.0,GBR,Offline TA/TO,Contract,93.27,0,0,0,Non Refund,7.0,0.0,7,1.0
Resort Hotel,1,132,2023,February,6,1,4,2,0.0,FRA,Online TA,Transient-Party,106.51,0,1,0,No Deposit,17.0,107.0,5,2.0
Resort Hotel,1,60,2023,November,15,0,3,4,0.0,USA,Online TA,Transient,128.51,0,0,0,No Deposit,27.0,0.0,3,4.0
City Hotel,1,59,2024,January,19,0,2,2,0.0,FRA,Direct,Transient,106.7,0,3,1,Non Refund,25.0,0.0,2,2.0
Resort Hotel,0,9,2024,February,14,1,4,1,0.0,DEU,Offline TA/TO,Transient,97.49,0,0,0,No Deposit,13.0,105.0,5,1.0
City Hotel,0,2,2024,March,15,1,3,1,1.0,PRT,Offline TA/TO,Transient,97.57,1,2,0,No Deposit,28.0,106.0,4,2.0
City Hotel,1,72,2024,July,6,1,1,1,0.0,USA,Direct,Transient-Party,167.33,0,0,0,No Deposit,10.0,119.0,2,1.0
City Hotel,0,7,2023,February,24,1,1,2,0.0,USA,Corporate,Transient,118.64,1,0,0,No Deposit,8.0,110.0,2,2.0
Resort Hotel,0,8,2024,May,10,2,0,2,1.0,PRT,Online TA,Transient-Party,151.9,0,1,0,No Deposit,25.0,0.0,2,3.0
Resort Hotel,1,12,2024,February,14,1,6,2,0.0,GBR,Online TA,Transient-Party,164.15,0,0,0,No Deposit,17.0,109.0,7,2.0
City Hotel,0,6,2024,July,16,0,3,2,0.0,USA,Online TA,Contract,92.79,0,0,0,No Deposit,0.0,112.0,3,2.0
City Hotel,1,58,2023,October,13,0,4,1,0.0,PRT,Groups,Transient,77.66,0,0,0,Non Refund,9.0,118.0,4,1.0
City Hotel,1,32,2023,August,11,0,3,2,0.0,PRT,Offline TA/TO,Contract,60.29,0,2,0,No Deposit,18.0,0.0,3,2.0
Resort Hotel,0,18,2024,August,25,2,3,2,0.0,BRA,Online TA,Group,133.3,0,1,0,No Deposit,7.0,117.0,5,2.0
City Hotel,0,34,2023,August,3,2,4,3,1.0,PRT,Online TA,Transient-Party,97.23,0,1,0,No Deposit,3.0,105.0,6,4.0
City Hotel,0,111,2024,October,8,1,3,2,1.0,GBR,Direct,Transient-Party,116.76,0,0,0,No Deposit,7.0,110.0,4,3.0
City Hotel,1,157,2024,September,28,3,1,2,1.0,PRT,Online TA,Transient,113.27,0,0,1,Non Refund,2.0,109.0,4,3.0
City Hotel,1,40,2024,January,3,0,1,2,0.0,PRT,Direct,Group,125.72,0,0,1,No Deposit,7.0,111.0,1,2.0
City Hotel,1,50,2024,December,2,2,1,4,0.0,ITA,Groups,Transient-Party,134.92,0,0,0,Non Refund,1.0,108.0,3,4.0
City Hotel,0,17,2024,January,21,0,2,2,0.0,GBR,Online TA,Transient,49.87,0,1,0,No Deposit,5.0,105.0,2,2.0
Resort Hotel,1,43,2023,October,14,0,1,1,0.0,PRT,Online TA,Transient,77.9,0,0,1,No Deposit,14.0,106.0,1,1.0
City Hotel,1,82,2024,February,20,2,2,2,0.0,USA,Online TA,Transient-Party,79.41,0,0,0,No Deposit,9.0,117.0,4,2.0
Resort Hotel,1,40,2024,November,21,1,5,2,0.0,PRT,Online TA,Transient,96.4,0,1,1,No Deposit,11.0,104.0,6,2.0
City Hotel,0,21,2023,June,22,0,3,2,0.0,FRA,Direct,Transient-Party,122.83,0,0,0,No Deposit,6.0,0.0,3,2.0
Resort Hotel,0,175,2023,May,3,2,3,2,1.0,IRL,Offline TA/TO,Transient-Party,120.06,0,2,0,No Deposit,29.0,118.0,5,3.0
Resort Hotel,0,131,2024,May,1,1,2,2,0.0,PRT,Offline TA/TO,Transient-Party,167.85,0,1,0,Refundable,11.0,109.0,3,2.0
Resort Hotel,1,87,2023,April,15,0,8,2,0.0,FRA,Groups,Contract,129.79,0,2,0,Non Refund,0.0,103.0,8,2.0
City Hotel,1,19,2024,November,20,0,6,3,0.0,GBR,Offline TA/TO,Transient-Party,86.63,0,1,1,Non Refund,15.0,113.0,6,3.0
City Hotel,0,16,2023,May,22,0,1,2,0.0,ESP,Online TA,Transient-Party,130.82,0,1,0,No Deposit,10.0,109.0,1,2.0
Resort Hotel,1,109,2023,December,2,1,2,2,0.0,GBR,Online TA,Group,126.77,0,0,0,Non Refund,0.0,115.0,3,2.0
City Hotel,0,12,2024,January,18,0,1,2,0.0,ITA,Direct,Transient-Party,55.81,0,0,0,No Deposit,14.0,107.0,1,2.0
City Hotel,0,55,2023,November,1,0,2,4,0.0,GBR,Online TA,Contract,61.12,0,0,0,No Deposit,3.0,0.0,2,4.0
Resort Hotel,0,34,2024,November,9,0,4,3,2.0,GBR,Online TA,Transient,132.81,1,1,0,No Deposit,19.0,118.0,4,5.0
Resort Hotel,0,37,2024,June,3,2,2,2,0.0,USA,Groups,Contract,126.64,0,0,0,No Deposit,6.0,107.0,4,2.0
City Hotel,0,36,2024,July,2,1,1,3,0.0,USA,Online TA,Transient,105.82,0,0,0,No Deposit,20.0,109.0,2,3.0
City Hotel,0,138,2023,August,4,2,1,3,0.0,PRT,Online TA,Group,122.68,0,0,0,No Deposit,2.0,0.0,3,3.0
City Hotel,0,5,2024,February,16,1,4,1,0.0,ESP,Corporate,Transient,71.85,0,1,1,No Deposit,4.0,102.0,5,1.0
Resort Hotel,0,91,2024,July,22,2,1,3,0.0,PRT,Online TA,Transient,152.01,0,1,0,Non Refund,11.0,111.0,3,3.0
Resort Hotel,1,108,2024,June,1,0,5,3,0.0,GBR,Online TA,Transient,154.09,0,0,1,Non Refund,20.0,104.0,5,3.0
City Hotel,1,171,2024,September,9,4,1,3,0.0,DEU,Online TA,Transient,81.83,0,0,0,Non Refund,21.0,0.0,5,3.0
Resort Hotel,0,36,2024,August,25,1,4,2,0.0,PRT,Direct,Transient,78.12,0,1,0,No Deposit,21.0,0.0,5,2.0
Resort Hotel,0,41,2024,November,8,1,2,1,0.0,PRT,Groups,Transient,89.23,0,1,0,No Deposit,17.0,109.0,3,1.0
Resort Hotel,1,195,2024,April,6,1,1,2,0.0,FRA,Direct,Group,113.75,0,0,0,No Deposit,11.0,117.0,2,2.0
City Hotel,0,36,2023,September,20,1,1,2,0.0,IND,Online TA,Transient,137.58,1,1,0,No Deposit,29.0,105.0,2,2.0
City Hotel,0,42,2023,January,18,1,3,2,0.0,PRT,Online TA,Transient,93.38,0,0,0,No Deposit,15.0,112.0,4,2.0
City Hotel,1,24,2023,November,16,2,0,4,0.0,DEU,Offline TA/TO,Transient-Party,69.37,0,0,1,Non Refund,26.0,0.0,2,4.0
City Hotel,0,1,2023,June,8,0,3,1,0.0,ITA,Direct,Transient,124.17,0,1,0,No Deposit,16.0,115.0,3,1.0
Resort Hotel,0,34,2023,August,23,1,1,3,0.0,DEU,Direct,Contract,219.76700000000014,0,1,0,No Deposit,28.0,0.0,2,3.0
City Hotel,0,63,2023,November,28,0,2,2,0.0,ITA,Offline TA/TO,Transient,111.45,0,0,0,No Deposit,1.0,0.0,2,2.0
Resort Hotel,0,70,2024,November,4,2,4,3,0.0,FRA,Groups,Transient-Party,94.26,0,0,0,Non Refund,9.0,108.0,6,3.0
City Hotel,0,0,2023,April,3,1,1,2,0.0,PRT,Online TA,Transient,104.97,0,0,0,No Deposit,26.0,114.0,2,2.0
City Hotel,0,96,2024,February,15,2,1,3,0.0,USA,Online TA,Transient,102.79,0,0,0,No Deposit,23.0,107.0,3,3.0
City Hotel,1,40,2023,November,6,2,1,2,0.0,PRT,Complementary,Transient-Party,118.67,0,1,0,No Deposit,0.0,0.0,3,2.0
City Hotel,1,44,2023,February,1,0,1,3,0.0,ESP,Online TA,Transient,83.03,0,2,0,Non Refund,20.0,107.0,1,3.0
City Hotel,1,195,2023,October,18,4,0,2,0.0,FRA,Online TA,Group,97.42,0,0,0,No Deposit,0.0,0.0,4,2.0
Resort Hotel,0,20,2023,January,23,0,5,3,1.0,IRL,Offline TA/TO,Transient,99.61,0,1,0,No Deposit,0.0,0.0,5,4.0
City Hotel,0,86,2024,May,11,0,3,1,0.0,FRA,Online TA,Contract,83.27,0,0,1,No Deposit,0.0,0.0,3,1.0
City Hotel,0,51,2024,June,3,2,4,3,1.0,USA,Online TA,Group,103.53,0,0,0,No Deposit,20.0,100.0,6,4.0
City Hotel,0,72,2023,April,13,2,3,1,2.0,IND,Groups,Transient,116.59,1,0,0,No Deposit,29.0,101.0,5,3.0
City Hotel,1,32,2023,April,17,0,3,1,0.0,PRT,Online TA,Contract,151.95,0,1,0,Non Refund,14.0,0.0,3,1.0
City Hotel,0,19,2023,May,18,1,1,1,2.0,PRT,Offline TA/TO,Transient,77.15,1,1,0,No Deposit,0.0,0.0,2,3.0
Resort Hotel,1,47,2024,May,26,0,1,2,0.0,GBR,Online TA,Transient-Party,169.64,1,1,0,No Deposit,6.0,107.0,1,2.0
City Hotel,1,28,2024,September,26,0,2,2,0.0,PRT,Corporate,Transient-Party,157.58,0,2,1,Non Refund,10.0,111.0,2,2.0
Resort Hotel,0,15,2024,August,14,0,2,2,0.0,GBR,Online TA,Transient,161.03,0,0,0,No Deposit,17.0,111.0,2,2.0
City Hotel,0,109,2024,September,25,1,1,4,0.0,DEU,Corporate,Transient,113.75,1,1,0,No Deposit,0.0,104.0,2,4.0
City Hotel,1,38,2024,March,7,2,6,1,1.0,BRA,Online TA,Transient-Party,95.66,0,1,0,No Deposit,19.0,115.0,8,2.0
City Hotel,0,112,2023,March,7,3,4,2,0.0,GBR,Offline TA/TO,Contract,135.73,0,1,0,No Deposit,3.0,111.0,7,2.0
City Hotel,1,38,2023,January,14,0,1,2,1.0,PRT,Direct,Group,62.37,0,1,0,No Deposit,20.0,111.0,1,3.0
City Hotel,0,48,2024,October,26,1,2,1,0.0,BRA,Online TA,Transient-Party,92.35,1,0,0,No Deposit,0.0,106.0,3,1.0
Resort Hotel,1,321,2024,June,24,0,1,2,0.0,FRA,Online TA,Transient,163.17,0,0,0,Non Refund,14.0,105.0,1,2.0
City Hotel,0,181,2024,April,15,1,1,2,0.0,PRT,Direct,Contract,83.01,0,2,0,Non Refund,10.0,108.0,2,2.0
Resort Hotel,1,19,2024,November,12,2,5,2,0.0,DEU,Online TA,Contract,62.14,0,1,0,Non Refund,20.0,0.0,7,2.0
City Hotel,0,121,2023,August,12,0,5,2,1.0,USA,Groups,Transient,104.66,0,1,0,Non Refund,23.0,105.0,5,3.0
Resort Hotel,0,4,2024,November,16,0,1,2,0.0,ITA,Corporate,Contract,116.08,0,1,0,No Deposit,3.0,116.0,1,2.0
City Hotel,0,51,2023,February,9,0,3,1,0.0,PRT,Corporate,Contract,110.62,0,0,0,No Deposit,13.0,114.0,3,1.0
Resort Hotel,1,226,2024,July,2,1,0,1,0.0,USA,Online TA,Transient,174.19,0,3,0,No Deposit,16.0,0.0,1,1.0
City Hotel,1,219,2024,May,14,1,4,2,0.0,PRT,Online TA,Group,75.03,1,0,0,No Deposit,17.0,104.0,5,2.0
Resort Hotel,0,8,2023,January,24,0,2,2,0.0,DEU,Online TA,Transient,120.25,0,2,0,No Deposit,23.0,112.0,2,2.0
Resort Hotel,0,88,2023,July,24,0,2,1,0.0,PRT,Groups,Group,151.89,0,1,0,No Deposit,1.0,106.0,2,1.0
City Hotel,0,97,2023,July,16,1,2,3,0.0,DEU,Direct,Transient,183.11,0,2,1,No Deposit,29.0,101.0,3,3.0
Resort Hotel,0,27,2024,October,5,1,5,1,0.0,ESP,Offline TA/TO,Transient,108.91,0,0,0,Non Refund,20.0,106.0,6,1.0
Resort Hotel,0,64,2023,June,5,2,3,4,0.0,GBR,Online TA,Transient,117.09,0,0,1,No Deposit,18.0,118.0,5,4.0
City Hotel,0,40,2024,April,20,1,3,2,0.0,PRT,Online TA,Contract,115.53,0,0,0,No Deposit,6.0,107.0,4,2.0
Resort Hotel,0,15,2024,December,21,2,1,2,0.0,GBR,Direct,Transient,132.47,0,0,0,Non Refund,4.0,113.0,3,2.0
City Hotel,1,85,2023,August,18,0,2,2,0.0,USA,Groups,Contract,137.29,0,0,0,No Deposit,19.0,0.0,2,2.0
Resort Hotel,0,18,2024,December,18,1,6,1,0.0,PRT,Online TA,Transient,91.77,0,1,0,No Deposit,24.0,105.0,7,1.0
Resort Hotel,0,24,2024,November,5,1,1,2,0.0,PRT,Corporate,Transient-Party,93.56,0,0,0,No Deposit,25.0,102.0,2,2.0
City Hotel,0,12,2023,February,11,1,2,2,0.0,ESP,Online TA,Transient,88.49,1,0,0,No Deposit,19.0,0.0,3,2.0
Resort Hotel,1,76,2023,February,13,1,1,2,1.0,ESP,Corporate,Transient,115.86,0,0,0,Non Refund,12.0,0.0,2,3.0
Resort Hotel,0,36,2024,February,3,3,3,3,1.0,USA,Online TA,Transient,94.23,0,0,0,Non Refund,5.0,108.0,6,4.0
City Hotel,0,35,2024,March,17,1,3,2,0.0,PRT,Direct,Transient,125.81,0,1,0,Non Refund,19.0,107.0,4,2.0
Resort Hotel,0,55,2023,June,25,2,0,1,2.0,ESP,Groups,Transient-Party,107.72,0,1,0,No Deposit,11.0,105.0,2,3.0
City Hotel,0,10,2023,January,18,0,3,2,0.0,IND,Direct,Transient,99.84,1,3,0,Non Refund,27.0,117.0,3,2.0
Resort Hotel,1,137,2023,November,14,1,4,1,0.0,GBR,Groups,Transient,139.96,0,0,0,No Deposit,17.0,115.0,5,1.0
City Hotel,0,37,2024,February,12,3,1,3,0.0,PRT,Online TA,Transient,81.52,0,1,0,No Deposit,8.0,0.0,4,3.0
City Hotel,0,27,2023,October,14,1,0,4,0.0,FRA,Groups,Transient,158.78,0,2,0,Refundable,27.0,117.0,1,4.0
City Hotel,0,8,2024,February,26,1,1,2,1.0,FRA,Complementary,Transient,62.35,0,1,0,No Deposit,0.0,0.0,2,3.0
City Hotel,0,11,2024,December,18,1,3,2,0.0,ESP,Online TA,Transient,110.23,0,1,0,No Deposit,6.0,115.0,4,2.0
City Hotel,1,151,2023,January,20,0,1,2,0.0,USA,Offline TA/TO,Transient-Party,86.38,0,0,0,No Deposit,18.0,102.0,1,2.0
City Hotel,1,36,2024,March,2,4,2,2,0.0,ITA,Groups,Transient,100.12,0,2,0,Non Refund,28.0,104.0,6,2.0
Resort Hotel,1,76,2023,October,7,1,2,3,0.0,DEU,Online TA,Transient-Party,132.3,0,0,0,No Deposit,28.0,0.0,3,3.0
City Hotel,1,5,2024,July,15,1,1,3,0.0,FRA,Offline TA/TO,Transient,116.52,0,1,0,Non Refund,19.0,0.0,2,3.0
City Hotel,0,61,2023,January,28,2,4,2,1.0,USA,Direct,Transient,96.7,1,3,1,No Deposit,18.0,105.0,6,3.0
City Hotel,0,152,2024,July,10,1,2,3,0.0,GBR,Online TA,Contract,152.8,0,0,0,No Deposit,2.0,117.0,3,3.0
City Hotel,0,21,2024,May,15,0,3,2,0.0,USA,Corporate,Group,80.56,0,0,0,Refundable,24.0,0.0,3,2.0
City Hotel,0,51,2023,September,17,2,2,1,0.0,IND,Online TA,Transient,128.04,0,2,0,No Deposit,6.0,118.0,4,1.0
Resort Hotel,1,169,2023,February,11,0,3,2,1.0,ITA,Online TA,Transient,118.71,0,0,0,Non Refund,29.0,0.0,3,3.0
Resort Hotel,1,76,2023,January,2,2,2,1,0.0,GBR,Offline TA/TO,Transient,130.83,0,1,0,No Deposit,26.0,112.0,4,1.0
City Hotel,0,3,2023,September,27,1,3,2,0.0,ESP,Offline TA/TO,Contract,103.61,0,0,0,No Deposit,0.0,105.0,4,2.0
City Hotel,0,5,2024,October,18,1,3,1,0.0,ESP,Direct,Contract,38.45,0,1,0,No Deposit,15.0,105.0,4,1.0
City Hotel,0,118,2023,June,25,3,0,2,2.0,PRT,Offline TA/TO,Transient,116.55,0,0,0,No Deposit,10.0,113.0,3,4.0
City Hotel,0,58,2024,May,4,0,2,3,2.0,FRA,Direct,Transient-Party,87.8,0,1,1,Non Refund,2.0,105.0,2,5.0
City Hotel,1,187,2024,August,9,2,1,2,1.0,PRT,Corporate,Transient-Party,151.04,0,0,0,No Deposit,21.0,105.0,3,3.0
Resort Hotel,1,1,2024,August,27,0,2,4,0.0,DEU,Groups,Transient-Party,165.1,0,1,0,Non Refund,0.0,111.0,2,4.0
Resort Hotel,0,33,2023,May,28,1,1,2,0.0,GBR,Direct,Transient,122.76,0,1,0,No Deposit,16.0,0.0,2,2.0
City Hotel,1,6,2023,December,17,1,1,2,0.0,PRT,Offline TA/TO,Transient-Party,141.04,0,0,0,No Deposit,10.0,0.0,2,2.0
City Hotel,0,25,2023,July,17,1,3,2,0.0,ESP,Online TA,Contract,132.83,0,0,0,No Deposit,22.0,0.0,4,2.0
Resort Hotel,0,10,2024,January,17,3,0,1,0.0,USA,Groups,Group,101.62,0,1,1,No Deposit,24.0,113.0,3,1.0
City Hotel,0,23,2023,April,16,0,4,2,0.0,GBR,Corporate,Transient,73.22,0,0,0,No Deposit,24.0,109.0,4,2.0
City Hotel,0,102,2023,February,20,3,1,3,0.0,ESP,Online TA,Transient-Party,66.54,1,0,0,No Deposit,0.0,100.0,4,3.0
City Hotel,0,10,2023,October,25,0,1,3,2.0,GBR,Direct,Group,100.28,0,1,1,No Deposit,4.0,0.0,1,5.0
City Hotel,0,38,2024,March,8,0,3,4,0.0,PRT,Offline TA/TO,Transient,104.98,0,0,0,Non Refund,27.0,0.0,3,4.0
City Hotel,0,152,2023,December,23,0,4,3,0.0,FRA,Online TA,Transient,171.87,0,1,0,No Deposit,3.0,109.0,4,3.0
Resort Hotel,1,402,2023,January,15,0,3,2,0.0,PRT,Offline TA/TO,Transient,125.05,0,0,0,No Deposit,23.0,0.0,3,2.0
City Hotel,0,164,2023,November,19,2,1,4,0.0,FRA,Direct,Group,104.68,0,0,0,No Deposit,14.0,100.0,3,4.0
Resort Hotel,0,18,2024,February,25,0,2,2,0.0,PRT,Online TA,Transient,145.13,0,0,0,No Deposit,24.0,118.0,2,2.0
City Hotel,0,32,2023,January,15,3,1,1,0.0,PRT,Online TA,Transient-Party,99.68,0,0,1,No Deposit,7.0,115.0,4,1.0
City Hotel,1,126,2023,August,9,0,3,1,0.0,BRA,Online TA,Transient,102.69,0,0,0,Non Refund,2.0,118.0,3,1.0
City Hotel,0,92,2024,April,5,2,3,2,0.0,USA,Offline TA/TO,Transient,148.29,0,0,0,No Deposit,6.0,107.0,5,2.0
City Hotel,0,116,2023,March,16,3,3,3,0.0,ITA,Online TA,Contract,149.34,0,0,0,Non Refund,5.0,104.0,6,3.0
Resort Hotel,1,96,2023,January,28,3,1,2,0.0,BRA,Complementary,Transient-Party,46.57,0,0,0,Refundable,28.0,0.0,4,2.0
City Hotel,0,49,2023,March,16,1,2,2,1.0,BRA,Corporate,Group,78.42,0,0,0,No Deposit,24.0,100.0,3,3.0
City Hotel,0,29,2023,March,22,0,1,1,0.0,IND,Offline TA/TO,Transient,133.16,0,1,0,No Deposit,27.0,0.0,1,1.0
Resort Hotel,0,36,2023,June,11,0,2,1,0.0,FRA,Groups,Transient,153.16,0,2,0,No Deposit,0.0,0.0,2,1.0
City Hotel,1,10,2024,October,13,0,2,2,0.0,USA,Online TA,Transient-Party,83.74,0,0,1,No Deposit,27.0,0.0,2,2.0
City Hotel,0,22,2024,August,6,0,1,2,0.0,ITA,Online TA,Transient,115.95,0,0,0,Non Refund,28.0,0.0,1,2.0
Resort Hotel,1,116,2024,June,26,0,1,2,2.0,ITA,Direct,Transient-Party,109.11,0,4,0,Non Refund,12.0,119.0,1,4.0
Resort Hotel,1,136,2024,February,20,1,1,1,2.0,BRA,Direct,Transient-Party,185.44,0,0,0,No Deposit,10.0,113.0,2,3.0
City Hotel,0,56,2023,February,17,0,2,3,0.0,PRT,Online TA,Transient,85.72,0,0,0,No Deposit,14.0,119.0,2,3.0
City Hotel,0,41,2023,July,5,2,0,1,0.0,FRA,Online TA,Transient-Party,118.57,0,0,0,No Deposit,22.0,115.0,2,1.0
Resort Hotel,0,74,2024,January,17,2,3,2,1.0,IRL,Offline TA/TO,Transient,57.49,1,0,1,Non Refund,10.0,107.0,5,3.0
City Hotel,0,56,2024,January,1,3,0,3,0.0,ESP,Online TA,Transient-Party,94.89,0,1,0,No Deposit,1.0,0.0,3,3.0
City Hotel,0,246,2023,July,27,0,2,3,0.0,IND,Online TA,Transient,92.76,0,0,0,No Deposit,18.0,0.0,2,3.0
City Hotel,1,12,2024,September,5,0,1,1,0.0,ESP,Offline TA/TO,Group,128.08,0,0,0,No Deposit,2.0,104.0,1,1.0
Resort Hotel,1,35,2023,May,5,0,3,1,0.0,ESP,Direct,Contract,113.08,0,1,0,No Deposit,26.0,0.0,3,1.0
City Hotel,0,150,2023,November,7,0,3,2,0.0,USA,Groups,Transient,117.58,0,1,0,No Deposit,4.0,114.0,3,2.0
Resort Hotel,0,147,2023,January,16,1,1,3,0.0,PRT,Online TA,Group,85.81,0,2,0,Non Refund,0.0,109.0,2,3.0
City Hotel,1,41,2023,May,18,1,1,2,0.0,DEU,Direct,Transient-Party,101.49,0,0,1,Non Refund,18.0,106.0,2,2.0
Resort Hotel,0,8,2024,November,6,0,1,2,0.0,GBR,Online TA,Transient-Party,132.69,0,0,0,No Deposit,21.0,0.0,1,2.0
Resort Hotel,0,101,2024,January,2,2,3,2,0.0,ITA,Online TA,Contract,130.4,0,0,0,No Deposit,12.0,118.0,5,2.0
City Hotel,0,52,2023,October,13,1,2,1,1.0,ITA,Direct,Transient,106.0,0,1,0,No Deposit,21.0,108.0,3,2.0
Resort Hotel,1,89,2023,December,10,0,1,1,1.0,GBR,Corporate,Transient,167.79,0,1,1,No Deposit,9.0,108.0,1,2.0
City Hotel,1,37,2024,September,21,1,1,1,0.0,PRT,Groups,Transient,101.41,0,0,0,Non Refund,27.0,111.0,2,1.0
Resort Hotel,0,13,2023,April,20,0,3,4,0.0,USA,Corporate,Transient,93.92,0,0,0,No Deposit,11.0,0.0,3,4.0
City Hotel,0,1,2024,September,11,0,3,1,0.0,PRT,Online TA,Transient,107.96,0,0,0,No Deposit,21.0,113.0,3,1.0
Resort Hotel,0,49,2023,February,26,0,3,2,1.0,FRA,Online TA,Transient,98.34,0,0,0,No Deposit,24.0,0.0,3,3.0
Resort Hotel,0,10,2024,July,21,0,1,1,0.0,GBR,Corporate,Transient,180.45,0,0,0,No Deposit,11.0,0.0,1,1.0
Resort Hotel,0,12,2023,December,2,1,2,3,0.0,DEU,Offline TA/TO,Transient-Party,171.68,0,0,0,No Deposit,21.0,106.0,3,3.0
City Hotel,0,34,2023,February,8,2,3,2,0.0,USA,Online TA,Transient,81.38,0,2,0,No Deposit,13.0,102.0,5,2.0
City Hotel,0,35,2023,December,24,1,1,2,0.0,PRT,Offline TA/TO,Transient,142.78,0,0,0,No Deposit,18.0,0.0,2,2.0
City Hotel,1,19,2023,April,22,1,5,3,0.0,PRT,Groups,Transient,102.76,0,0,0,No Deposit,26.0,0.0,6,3.0
City Hotel,0,8,2023,June,19,0,1,3,0.0,IND,Corporate,Transient-Party,125.24,0,1,0,No Deposit,24.0,101.0,1,3.0
City Hotel,0,173,2024,February,20,1,2,1,1.0,GBR,Offline TA/TO,Contract,84.4,0,1,0,No Deposit,8.0,106.0,3,2.0
Resort Hotel,0,8,2023,February,17,0,6,2,0.0,USA,Groups,Transient,121.34,0,0,0,Non Refund,23.0,112.0,6,2.0
City Hotel,0,25,2023,February,16,3,1,3,0.0,GBR,Corporate,Transient-Party,82.48,0,0,0,No Deposit,27.0,111.0,4,3.0
City Hotel,1,21,2024,March,25,0,3,1,0.0,USA,Online TA,Contract,82.18,0,0,0,Non Refund,5.0,101.0,3,1.0
City Hotel,0,120,2024,May,10,0,1,2,0.0,GBR,Online TA,Group,120.46,0,1,0,No Deposit,2.0,110.0,1,2.0
City Hotel,0,31,2024,September,5,2,7,1,0.0,PRT,Offline TA/TO,Transient-Party,104.54,0,2,0,No Deposit,15.0,104.0,9,1.0
Resort Hotel,0,7,2024,June,14,3,3,1,1.0,ITA,Online TA,Transient,152.95,0,1,0,No Deposit,8.0,0.0,6,2.0
City Hotel,0,0,2023,December,24,0,4,3,0.0,ITA,Corporate,Transient,130.79,0,0,0,Non Refund,4.0,103.0,4,3.0
City Hotel,0,76,2024,September,19,1,0,2,0.0,ESP,Groups,Transient,69.31,0,2,0,No Deposit,29.0,114.0,1,2.0
City Hotel,0,75,2024,October,4,3,4,1,0.0,BRA,Online TA,Transient-Party,84.79,0,1,1,No Deposit,2.0,117.0,7,1.0
City Hotel,0,32,2024,May,20,0,1,2,0.0,FRA,Corporate,Transient,73.23,0,1,2,No Deposit,11.0,0.0,1,2.0
Resort Hotel,0,8,2023,November,16,1,5,3,1.0,GBR,Offline TA/TO,Transient-Party,112.01,0,0,0,No Deposit,25.0,114.0,6,4.0
Resort Hotel,0,27,2023,June,24,0,3,2,2.0,PRT,Online TA,Transient,99.12,0,1,0,No Deposit,2.0,0.0,3,4.0
City Hotel,0,53,2023,October,15,1,2,3,0.0,USA,Corporate,Transient,63.52,0,3,0,No Deposit,8.0,113.0,3,3.0
City Hotel,0,73,2024,December,28,1,1,2,1.0,GBR,Offline TA/TO,Group,135.78,1,0,0,Non Refund,21.0,0.0,2,3.0
Resort Hotel,0,4,2024,August,9,0,4,2,0.0,DEU,Direct,Group,211.69,0,0,0,Non Refund,16.0,108.0,4,2.0
Resort Hotel,0,48,2024,March,3,0,3,1,0.0,GBR,Online TA,Transient-Party,92.3,0,0,0,No Deposit,3.0,118.0,3,1.0
Resort Hotel,0,19,2023,February,23,2,1,1,0.0,GBR,Direct,Transient,103.67,0,2,0,No Deposit,13.0,0.0,3,1.0
Resort Hotel,0,57,2024,March,9,0,4,2,1.0,USA,Online TA,Group,93.46,0,1,1,No Deposit,10.0,101.0,4,3.0
City Hotel,1,62,2024,September,18,0,3,2,0.0,USA,Offline TA/TO,Transient,91.19,0,0,1,Non Refund,23.0,0.0,3,2.0
City Hotel,1,144,2023,June,4,1,3,2,0.0,IND,Online TA,Transient-Party,67.91,0,2,0,Non Refund,19.0,114.0,4,2.0
Resort Hotel,1,31,2024,October,19,0,1,1,0.0,PRT,Direct,Transient,128.0,0,1,0,Non Refund,18.0,113.0,1,1.0
City Hotel,1,46,2023,December,24,0,1,2,0.0,FRA,Online TA,Transient-Party,112.4,0,0,0,Non Refund,25.0,0.0,1,2.0
Resort Hotel,0,18,2024,April,4,1,3,2,2.0,IRL,Online TA,Transient-Party,113.6,0,0,0,No Deposit,7.0,0.0,4,4.0
Resort Hotel,1,20,2024,October,9,0,2,3,1.0,ITA,Online TA,Contract,138.02,0,1,0,No Deposit,20.0,110.0,2,4.0
