hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,country,market_segment,customer_type,adr,required_car_parking_spaces,total_of_special_requests,previous_cancellations,deposit_type,agent,company,total_nights,total_guests,lead_time_bucket,customer_segment,predicted_cancel_risk
Resort Hotel,1,48,2023,August,20,2,2,2,1.0,BRA,Offline TA/TO,Transient,174.71,0,2,0,No Deposit,15.0,0.0,4,3.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3214055623531126
Resort Hotel,0,19,2024,March,5,5,1,4,0.0,GBR,Corporate,Transient-Party,134.59,0,0,0,No Deposit,9.0,105.0,6,4.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.41055254091935767
Resort Hotel,0,258,2023,February,20,0,6,4,0.0,GBR,Online TA,Contract,123.63,0,1,0,No Deposit,21.0,106.0,6,4.0,180+ days,Early Planner - Corporate/Contract,0.6453944659704186
City Hotel,0,141,2024,June,5,1,1,2,0.0,PRT,Online TA,Transient,130.34,0,1,0,No Deposit,4.0,0.0,2,2.0,91-180 days,Early Planner - Leisure/Transient,0.490746048014234
Resort Hotel,1,158,2023,March,20,0,4,1,0.0,GBR,Direct,Transient,159.39,0,0,0,No Deposit,7.0,103.0,4,1.0,91-180 days,Early Planner - Leisure/Transient,0.597068940358893
City Hotel,0,12,2023,January,23,0,4,1,0.0,DEU,Complementary,Transient,105.59,0,1,0,No Deposit,27.0,110.0,4,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.24974873390044275
Resort Hotel,0,110,2024,December,10,1,3,2,0.0,ESP,Online TA,Transient,141.46,0,1,0,No Deposit,27.0,117.0,4,2.0,91-180 days,Early Planner - Leisure/Transient,0.41052427346777703
Resort Hotel,0,45,2024,March,17,0,2,2,0.0,BRA,Groups,Transient-Party,161.49,0,0,0,No Deposit,0.0,113.0,2,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.43528581073190015
City Hotel,0,73,2023,June,13,2,2,2,0.0,ITA,Online TA,Transient-Party,97.65,1,1,0,Non Refund,25.0,111.0,4,2.0,31-90 days,Early Planner - Corporate/Contract,0.6582929600215244
Resort Hotel,1,14,2023,March,17,1,2,1,0.0,PRT,Online TA,Transient,105.59,0,0,0,No Deposit,6.0,114.0,3,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3515175252100814
City Hotel,0,74,2024,September,18,0,3,1,0.0,ITA,Offline TA/TO,Transient-Party,112.23,0,0,0,Non Refund,10.0,0.0,3,1.0,31-90 days,Early Planner - Corporate/Contract,0.7604665568004944
City Hotel,0,147,2024,July,13,2,5,2,0.0,USA,Direct,Transient,156.78,0,0,0,No Deposit,15.0,105.0,7,2.0,91-180 days,Early Planner - Leisure/Transient,0.4727867968587182
City Hotel,0,18,2023,May,17,1,1,2,0.0,USA,Online TA,Transient-Party,112.69,1,0,0,No Deposit,11.0,112.0,2,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.3676903224119243
City Hotel,1,15,2024,February,28,1,3,1,0.0,IND,Offline TA/TO,Transient-Party,81.77,0,0,0,Non Refund,18.0,0.0,4,1.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.7229772922457482
City Hotel,0,6,2024,September,15,0,2,2,0.0,PRT,Online TA,Transient,106.08,0,0,0,No Deposit,4.0,0.0,2,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.33534449739993666
Resort Hotel,0,18,2024,May,26,3,2,2,0.0,GBR,Offline TA/TO,Transient-Party,168.88,0,0,0,No Deposit,0.0,102.0,5,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.4406621005708921
Resort Hotel,0,46,2024,July,12,1,1,2,0.0,PRT,Online TA,Transient,159.87,1,1,0,No Deposit,0.0,102.0,2,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3149439764495826
Resort Hotel,0,107,2023,September,28,0,3,2,0.0,PRT,Offline TA/TO,Transient,162.11,0,1,0,No Deposit,3.0,0.0,3,2.0,91-180 days,Early Planner - Leisure/Transient,0.3604714433899929
City Hotel,0,19,2024,April,10,1,9,1,0.0,IND,Offline TA/TO,Transient,43.99,0,1,0,Non Refund,2.0,113.0,10,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.38012967311443135
Resort Hotel,0,58,2024,September,13,0,3,3,2.0,USA,Corporate,Transient,73.88,0,0,1,No Deposit,16.0,117.0,3,5.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3938081515169419
City Hotel,0,39,2023,January,11,2,2,1,0.0,ITA,Offline TA/TO,Transient-Party,112.35,0,1,0,No Deposit,5.0,109.0,4,1.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.38198965263655793
City Hotel,1,20,2023,December,3,1,3,2,0.0,PRT,Direct,Transient,48.2,0,0,0,No Deposit,5.0,0.0,4,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.4211961385703279
City Hotel,0,42,2023,June,22,3,6,1,0.0,PRT,Offline TA/TO,Transient-Party,62.38,1,2,0,No Deposit,12.0,100.0,9,1.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.20981390472431105
City Hotel,1,11,2024,February,10,1,1,4,0.0,ITA,Groups,Group,85.01,1,1,0,Non Refund,0.0,0.0,2,4.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.6070084974094035
Resort Hotel,1,61,2023,August,11,0,3,2,0.0,ITA,Corporate,Transient,205.83,0,2,0,Non Refund,0.0,0.0,3,2.0,31-90 days,Early Planner - Leisure/Transient,0.661468181849353
City Hotel,0,7,2024,May,6,0,1,2,2.0,ESP,Corporate,Transient,47.55,0,1,0,No Deposit,0.0,100.0,1,4.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.27319634393910636
City Hotel,1,78,2024,March,1,0,3,3,0.0,PRT,Direct,Transient,94.12,0,1,1,No Deposit,6.0,119.0,3,3.0,31-90 days,Early Planner - Leisure/Transient,0.443347605687491
Resort Hotel,1,377,2024,August,5,1,4,2,2.0,ITA,Online TA,Transient,145.93,0,1,0,No Deposit,4.0,107.0,5,4.0,180+ days,Early Planner - Leisure/Transient,0.7291245851645229
City Hotel,0,104,2024,July,7,0,4,4,0.0,GBR,Corporate,Transient-Party,120.77,1,1,0,No Deposit,20.0,0.0,4,4.0,91-180 days,Early Planner - Corporate/Contract,0.3325696962861038
City Hotel,0,25,2023,September,22,1,1,2,0.0,PRT,Online TA,Transient,131.85,0,0,0,No Deposit,11.0,114.0,2,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3792971080076252
City Hotel,0,33,2024,August,12,0,1,2,0.0,USA,Online TA,Transient-Party,141.41,0,0,0,Refundable,29.0,111.0,1,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.34683541050180217
City Hotel,0,18,2023,November,12,2,4,1,0.0,ESP,Direct,Transient,82.77,0,2,0,No Deposit,22.0,0.0,6,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.26580610117843456
City Hotel,1,87,2024,April,7,0,1,1,2.0,ITA,Online TA,Transient,79.68,0,0,0,Non Refund,0.0,102.0,1,3.0,31-90 days,Early Planner - Leisure/Transient,0.7595378405643078
City Hotel,1,28,2023,February,2,2,5,1,0.0,IND,Groups,Transient,69.97,0,0,1,Non Refund,0.0,119.0,7,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.7882414705915163
City Hotel,1,84,2024,February,28,2,5,2,0.0,ESP,Corporate,Transient,91.2,1,3,0,No Deposit,19.0,104.0,7,2.0,31-90 days,Early Planner - Leisure/Transient,0.3323074153119173
Resort Hotel,0,1,2024,February,1,4,3,2,0.0,PRT,Direct,Transient,97.85,0,2,0,No Deposit,27.0,0.0,7,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.26569029935856675
City Hotel,0,8,2024,November,23,1,1,2,0.0,IND,Online TA,Transient-Party,64.73,0,1,0,No Deposit,6.0,100.0,2,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.3225794571692509
City Hotel,1,27,2023,December,25,1,0,2,0.0,ESP,Direct,Transient-Party,84.72,0,1,0,No Deposit,28.0,102.0,1,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.38634744915785735
City Hotel,0,6,2023,June,18,2,2,2,0.0,GBR,Offline TA/TO,Transient,50.74,0,0,0,No Deposit,24.0,0.0,4,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.39137175380989153
City Hotel,1,55,2024,July,12,1,1,1,0.0,PRT,Online TA,Transient-Party,107.15,0,1,0,No Deposit,13.0,112.0,2,1.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.3654477264480241
City Hotel,0,3,2023,December,7,2,1,2,0.0,USA,Groups,Transient,119.58,0,0,0,No Deposit,27.0,102.0,3,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.31814589835057916
City Hotel,1,117,2024,June,19,0,2,2,0.0,USA,Online TA,Transient,150.37,1,0,0,Non Refund,22.0,118.0,2,2.0,91-180 days,Early Planner - Leisure/Transient,0.7721186886409274
City Hotel,0,85,2023,February,22,1,5,1,0.0,FRA,Corporate,Contract,103.23,0,0,0,Refundable,3.0,104.0,6,1.0,31-90 days,Early Planner - Corporate/Contract,0.35127038062727567
City Hotel,1,14,2024,April,3,0,7,3,2.0,GBR,Corporate,Group,90.66,0,1,0,No Deposit,0.0,112.0,7,5.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.38397713488720586
City Hotel,0,39,2023,March,10,1,4,1,0.0,FRA,Groups,Contract,83.21,0,1,0,No Deposit,9.0,104.0,5,1.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.3123770536401969
Resort Hotel,0,36,2024,November,27,3,3,2,0.0,USA,Offline TA/TO,Transient,89.77,0,2,1,No Deposit,18.0,107.0,6,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.33272020437546973
City Hotel,0,77,2024,April,27,0,2,3,0.0,ESP,Offline TA/TO,Group,59.4,0,2,0,Refundable,29.0,104.0,2,3.0,31-90 days,Early Planner - Leisure/Transient,0.30171714320068027
Resort Hotel,1,30,2023,May,11,2,2,2,0.0,ITA,Groups,Transient-Party,88.27,0,0,0,Non Refund,10.0,113.0,4,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.8021371107365954
City Hotel,0,2,2023,July,5,1,0,1,0.0,USA,Corporate,Transient,115.76,0,2,0,No Deposit,8.0,105.0,1,1.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.27004302850716094
City Hotel,0,19,2023,September,2,2,1,4,0.0,BRA,Corporate,Group,104.53,0,2,0,No Deposit,18.0,117.0,3,4.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.2766934285357315
City Hotel,1,37,2024,November,8,2,4,4,0.0,USA,Corporate,Contract,76.4,0,0,0,No Deposit,12.0,103.0,6,4.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.41073473586345993
City Hotel,0,127,2024,August,8,0,1,3,0.0,GBR,Online TA,Contract,117.95,0,0,0,No Deposit,11.0,114.0,1,3.0,91-180 days,Early Planner - Corporate/Contract,0.5149638050991537
City Hotel,1,12,2024,March,23,2,0,4,1.0,ESP,Online TA,Transient,71.92,0,0,0,Refundable,0.0,113.0,2,5.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3295137167020487
City Hotel,0,77,2023,September,6,0,2,1,0.0,PRT,Direct,Transient-Party,143.7,0,0,1,No Deposit,10.0,115.0,2,1.0,31-90 days,Early Planner - Corporate/Contract,0.5560916389232139
City Hotel,0,165,2023,October,1,2,5,3,0.0,GBR,Online TA,Transient,112.97,0,0,0,Refundable,21.0,100.0,7,3.0,91-180 days,Early Planner - Leisure/Transient,0.5535954759375039
Resort Hotel,0,0,2023,December,24,0,1,1,0.0,GBR,Direct,Group,143.01,1,0,0,No Deposit,9.0,109.0,1,1.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.3011156404281794
Resort Hotel,1,76,2023,April,1,2,1,2,0.0,ITA,Offline TA/TO,Transient-Party,161.38,0,3,0,No Deposit,15.0,116.0,3,2.0,31-90 days,Early Planner - Corporate/Contract,0.44520604052831914
City Hotel,0,36,2024,March,8,1,0,2,1.0,IRL,Offline TA/TO,Contract,104.49,0,0,1,No Deposit,10.0,106.0,1,3.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.37003372072956375
City Hotel,1,68,2024,October,11,1,0,2,0.0,ITA,Online TA,Transient,99.06,0,1,0,No Deposit,14.0,117.0,1,2.0,31-90 days,Early Planner - Leisure/Transient,0.3916063533306396
Resort Hotel,1,55,2023,June,18,1,0,2,0.0,PRT,Direct,Transient-Party,146.22,0,2,0,Non Refund,21.0,115.0,1,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.749914472523735
Resort Hotel,0,250,2024,October,24,0,1,2,0.0,ESP,Groups,Transient,72.61,0,0,0,No Deposit,23.0,108.0,1,2.0,180+ days,Early Planner - Leisure/Transient,0.6758482540118612
Resort Hotel,1,20,2024,September,10,0,1,1,0.0,GBR,Corporate,Transient-Party,152.79,0,0,0,No Deposit,8.0,113.0,1,1.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.42584701065571456
City Hotel,0,92,2023,July,12,0,3,1,1.0,PRT,Online TA,Transient-Party,159.86,1,0,0,No Deposit,29.0,0.0,3,2.0,91-180 days,Early Planner - Corporate/Contract,0.48169075721130733
Resort Hotel,0,16,2023,April,20,0,2,3,2.0,ESP,Offline TA/TO,Transient,142.42,0,1,0,No Deposit,11.0,111.0,2,5.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.29855253949358723
City Hotel,0,34,2023,March,23,2,1,2,0.0,USA,Corporate,Transient,97.21,0,0,0,No Deposit,2.0,115.0,3,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.37091710558997226
Resort Hotel,1,222,2024,October,16,2,1,2,0.0,ITA,Direct,Transient,129.72,0,3,0,No Deposit,0.0,0.0,3,2.0,180+ days,Early Planner - Leisure/Transient,0.6728544146088129
City Hotel,0,87,2024,April,5,0,3,2,0.0,GBR,Offline TA/TO,Transient,114.01,0,0,0,No Deposit,9.0,0.0,3,2.0,31-90 days,Early Planner - Leisure/Transient,0.44149994463904735
Resort Hotel,0,22,2024,March,16,1,2,4,0.0,BRA,Online TA,Transient,144.19,0,1,0,No Deposit,0.0,0.0,3,4.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.29250343637684345
Resort Hotel,0,57,2023,December,24,2,1,4,0.0,PRT,Online TA,Transient,168.43,0,1,0,No Deposit,18.0,0.0,3,4.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.34412792251755336
City Hotel,0,3,2023,March,12,1,1,2,0.0,PRT,Online TA,Transient,127.83,0,1,0,No Deposit,28.0,116.0,2,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.29308972049332105
Resort Hotel,0,18,2024,December,6,0,2,2,2.0,GBR,Online TA,Contract,131.27,0,1,0,No Deposit,4.0,0.0,2,4.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.3290766518741429
Resort Hotel,0,76,2024,September,5,2,3,2,0.0,GBR,Direct,Group,128.8,0,2,0,No Deposit,18.0,115.0,5,2.0,31-90 days,Early Planner - Leisure/Transient,0.3495973550187671
Resort Hotel,0,50,2024,April,1,0,4,2,1.0,DEU,Offline TA/TO,Transient-Party,150.08,0,1,0,No Deposit,1.0,0.0,4,3.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.4270001364183196
Resort Hotel,1,38,2024,September,19,3,3,1,0.0,IND,Corporate,Transient,155.91,0,1,0,No Deposit,13.0,0.0,6,1.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3571424327614887
Resort Hotel,0,70,2023,December,10,0,4,1,0.0,ESP,Online TA,Transient-Party,164.87,0,1,0,No Deposit,2.0,103.0,4,1.0,31-90 days,Early Planner - Corporate/Contract,0.4227829171184773
Resort Hotel,0,30,2024,October,25,2,3,2,1.0,PRT,Offline TA/TO,Transient,153.28,0,1,0,Non Refund,15.0,0.0,5,3.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.6242306900197505
City Hotel,1,1,2024,May,14,1,1,2,0.0,ESP,Direct,Transient-Party,69.23,0,0,0,Non Refund,23.0,105.0,2,2.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.6108966308374318
City Hotel,1,139,2024,May,21,0,1,2,0.0,PRT,Online TA,Transient,91.05,0,0,1,No Deposit,22.0,105.0,1,2.0,91-180 days,Early Planner - Leisure/Transient,0.6059050330334265
Resort Hotel,1,116,2023,January,3,2,6,3,0.0,PRT,Online TA,Transient-Party,124.89,0,0,0,No Deposit,24.0,108.0,8,3.0,91-180 days,Early Planner - Corporate/Contract,0.5692079582727443
City Hotel,1,31,2023,February,6,1,3,2,0.0,GBR,Offline TA/TO,Transient,73.7,0,2,1,No Deposit,8.0,106.0,4,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3957047670062742
City Hotel,0,1,2023,November,5,1,2,2,0.0,IRL,Direct,Contract,104.7,0,0,0,No Deposit,10.0,103.0,3,2.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.3617774781252726
Resort Hotel,0,60,2023,May,17,1,3,1,1.0,IND,Groups,Transient-Party,170.36,0,0,0,No Deposit,0.0,103.0,4,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.46904312802530757
City Hotel,1,81,2023,June,18,1,0,3,0.0,BRA,Offline TA/TO,Transient,95.33,0,0,1,No Deposit,6.0,117.0,1,3.0,31-90 days,Early Planner - Leisure/Transient,0.4499279556737016
Resort Hotel,1,20,2023,July,12,0,1,2,2.0,PRT,Corporate,Transient-Party,113.99,1,0,0,Non Refund,0.0,111.0,1,4.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.7802463126282514
Resort Hotel,0,38,2024,February,5,2,2,1,0.0,ITA,Offline TA/TO,Transient,116.09,0,1,0,Non Refund,28.0,0.0,4,1.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.6531550715217034
City Hotel,0,288,2023,October,9,0,1,2,0.0,USA,Online TA,Transient,124.75,0,0,0,No Deposit,26.0,113.0,1,2.0,180+ days,Early Planner - Leisure/Transient,0.6559288145376753
City Hotel,0,51,2023,September,12,0,2,2,0.0,IND,Groups,Transient,151.26,0,2,0,No Deposit,27.0,103.0,2,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.34364093113487576
City Hotel,0,25,2023,June,20,1,2,2,0.0,PRT,Online TA,Transient,164.42,0,1,0,No Deposit,13.0,119.0,3,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3425784066316573
City Hotel,0,59,2024,February,9,1,1,2,0.0,USA,Online TA,Transient,64.81,0,1,1,No Deposit,26.0,110.0,2,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.4121584203312739
City Hotel,0,11,2023,February,3,0,1,2,0.0,GBR,Groups,Transient,77.96,0,1,0,Refundable,12.0,111.0,1,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.2709355815043962
Resort Hotel,0,13,2023,March,1,1,0,2,0.0,PRT,Online TA,Transient,97.37,0,0,0,No Deposit,12.0,0.0,1,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.34636104122377936
Resort Hotel,0,155,2024,January,22,1,1,2,0.0,USA,Online TA,Transient,102.19,0,0,0,No Deposit,26.0,104.0,2,2.0,91-180 days,Early Planner - Leisure/Transient,0.5812907099090782
City Hotel,0,16,2024,September,15,0,2,2,0.0,PRT,Online TA,Transient-Party,115.57,0,1,0,No Deposit,13.0,111.0,2,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.3735357766363436
City Hotel,0,22,2024,October,10,1,6,1,0.0,FRA,Offline TA/TO,Transient,116.17,1,1,0,No Deposit,27.0,103.0,7,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.26018887127784834
City Hotel,0,47,2024,November,14,1,2,2,0.0,USA,Online TA,Transient,97.56,0,1,0,Refundable,1.0,118.0,3,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3695859128910937
City Hotel,0,137,2023,April,7,1,2,2,1.0,DEU,Online TA,Transient,130.9,0,2,0,No Deposit,6.0,0.0,3,3.0,91-180 days,Early Planner - Leisure/Transient,0.3960239790534058
City Hotel,0,91,2024,May,4,0,4,3,0.0,FRA,Direct,Transient,95.5,0,1,0,No Deposit,0.0,0.0,4,3.0,91-180 days,Early Planner - Leisure/Transient,0.4142765596627909
City Hotel,0,2,2023,July,26,0,1,2,0.0,FRA,Groups,Group,176.85,0,0,0,No Deposit,21.0,103.0,1,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.298778532745349
Resort Hotel,0,70,2023,January,5,0,3,2,1.0,BRA,Online TA,Transient-Party,105.27,0,0,0,No Deposit,16.0,0.0,3,3.0,31-90 days,Early Planner - Corporate/Contract,0.48555724642435877
City Hotel,0,42,2023,March,20,3,2,2,0.0,PRT,Offline TA/TO,Contract,103.86,0,1,0,No Deposit,19.0,0.0,5,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.3242226355088516
City Hotel,0,38,2024,March,16,0,5,2,0.0,ITA,Direct,Transient,131.83,0,0,0,No Deposit,13.0,100.0,5,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3754606610503976
City Hotel,0,70,2023,February,3,0,1,1,0.0,DEU,Online TA,Transient-Party,45.15,0,1,0,Non Refund,5.0,100.0,1,1.0,31-90 days,Early Planner - Corporate/Contract,0.426281090277878
Resort Hotel,0,13,2024,August,17,0,1,2,0.0,USA,Online TA,Group,171.56,1,1,0,No Deposit,29.0,106.0,1,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.269284246098177
City Hotel,1,239,2024,May,13,2,3,2,2.0,PRT,Direct,Transient,59.14,0,1,0,Non Refund,25.0,102.0,5,4.0,180+ days,Early Planner - Leisure/Transient,0.8126242526471347
Resort Hotel,0,62,2023,January,6,0,5,2,0.0,PRT,Corporate,Transient,68.28,0,1,0,No Deposit,23.0,0.0,5,2.0,31-90 days,Early Planner - Leisure/Transient,0.3328531441621346
Resort Hotel,0,27,2024,December,26,0,4,1,0.0,PRT,Online TA,Transient,152.18,0,0,0,No Deposit,28.0,100.0,4,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3942407015526848
Resort Hotel,0,55,2024,February,5,3,2,2,1.0,USA,Online TA,Group,80.85,0,1,1,No Deposit,25.0,0.0,5,3.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.34460477386359945
City Hotel,0,14,2024,January,16,1,1,1,0.0,DEU,Online TA,Transient,94.32,0,1,0,No Deposit,17.0,108.0,2,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.285944657750435
City Hotel,0,60,2023,June,11,2,2,2,0.0,IND,Offline TA/TO,Transient-Party,117.16,0,0,0,Non Refund,5.0,107.0,4,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.7521949830103746
Resort Hotel,1,1,2024,September,17,1,1,2,2.0,FRA,Offline TA/TO,Transient,112.7,0,1,0,No Deposit,4.0,109.0,2,4.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.2808480179918496
City Hotel,0,82,2024,July,6,0,1,2,0.0,IRL,Direct,Transient-Party,167.35,0,0,0,No Deposit,16.0,113.0,1,2.0,31-90 days,Early Planner - Corporate/Contract,0.5223039096782298
City Hotel,0,99,2024,May,10,4,1,2,0.0,BRA,Groups,Contract,109.43,0,1,0,No Deposit,6.0,102.0,5,2.0,91-180 days,Early Planner - Corporate/Contract,0.3723750248783152
Resort Hotel,0,17,2023,December,21,0,6,4,0.0,IRL,Groups,Contract,118.14,0,1,0,No Deposit,9.0,0.0,6,4.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.2916126863240945
City Hotel,1,46,2024,March,1,0,4,2,2.0,USA,Direct,Transient-Party,76.62,0,1,0,No Deposit,29.0,107.0,4,4.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.4403011676142257
City Hotel,0,45,2024,December,21,1,8,2,0.0,PRT,Offline TA/TO,Transient-Party,87.61,0,1,0,No Deposit,20.0,114.0,9,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.27358126307510966
Resort Hotel,0,32,2024,December,10,2,2,1,0.0,ITA,Online TA,Transient-Party,153.48,0,2,0,No Deposit,0.0,0.0,4,1.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.3689393886212147
Resort Hotel,1,15,2023,August,17,1,3,1,2.0,PRT,Online TA,Transient,201.76,0,0,0,Non Refund,0.0,107.0,4,3.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.6728366188309596
City Hotel,0,72,2023,October,27,4,7,2,2.0,PRT,Offline TA/TO,Transient,105.15,0,1,0,No Deposit,15.0,101.0,11,4.0,31-90 days,Early Planner - Leisure/Transient,0.2759441256083084
City Hotel,0,145,2024,September,28,1,2,2,0.0,PRT,Online TA,Transient,118.1,0,0,0,No Deposit,0.0,104.0,3,2.0,91-180 days,Early Planner - Leisure/Transient,0.5618285217986425
City Hotel,1,45,2024,May,2,1,5,3,0.0,USA,Corporate,Group,144.4,0,0,0,Non Refund,26.0,0.0,6,3.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.6435550269520586
City Hotel,1,122,2023,June,17,1,1,2,0.0,PRT,Groups,Transient,113.49,0,1,1,Non Refund,22.0,0.0,2,2.0,91-180 days,Early Planner - Leisure/Transient,0.8195124832962242
City Hotel,1,20,2023,May,4,4,3,2,1.0,BRA,Corporate,Transient-Party,55.82,0,0,0,No Deposit,20.0,0.0,7,3.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.4309701235530386
Resort Hotel,0,98,2024,October,2,0,5,3,0.0,IND,Corporate,Transient,80.3,0,0,0,No Deposit,18.0,105.0,5,3.0,91-180 days,Early Planner - Leisure/Transient,0.39955123831633704
City Hotel,0,7,2024,December,5,0,3,2,0.0,GBR,Online TA,Transient,109.36,0,0,0,No Deposit,5.0,108.0,3,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.33529941134674185
City Hotel,0,87,2023,November,10,1,2,1,0.0,PRT,Online TA,Transient,78.11,0,1,0,Non Refund,4.0,0.0,3,1.0,31-90 days,Early Planner - Leisure/Transient,0.6394608320451691
City Hotel,0,29,2024,July,1,1,3,2,1.0,USA,Online TA,Transient,106.99,0,0,0,No Deposit,8.0,116.0,4,3.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3760757687026197
City Hotel,0,38,2024,July,28,3,2,2,0.0,GBR,Corporate,Transient,147.07,0,2,0,No Deposit,19.0,0.0,5,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.34177134502676476
City Hotel,0,10,2023,January,26,0,2,1,0.0,PRT,Online TA,Transient-Party,108.44,1,1,0,No Deposit,0.0,118.0,2,1.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.2869564011018183
Resort Hotel,0,1,2023,February,1,0,5,1,1.0,ITA,Online TA,Transient-Party,46.17,1,1,0,No Deposit,13.0,0.0,5,2.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.3088313996116899
City Hotel,1,65,2023,July,27,0,2,2,0.0,USA,Offline TA/TO,Transient-Party,154.0,0,0,0,No Deposit,28.0,119.0,2,2.0,31-90 days,Early Planner - Corporate/Contract,0.5104446244461273
Resort Hotel,0,53,2024,August,26,0,2,4,0.0,ITA,Offline TA/TO,Transient-Party,146.67,0,0,1,No Deposit,1.0,0.0,2,4.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.4359920061234836
City Hotel,0,58,2023,April,4,1,2,4,0.0,ESP,Offline TA/TO,Group,57.27,0,3,0,No Deposit,24.0,113.0,3,4.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.31500984278442845
